Similarity	English text	German sentenced	German sentence (translated)
different	The Thracians dominated Serbia before the Illyrian migration in the southwest.	Das Gebiet des heutigen Serbien war ursprünglich von Illyrern, Kelten, Thrakern und etwas später von Griechen besiedelt.	The territory of today's Serbia was settled originally by Celts, Illyrians, THRACIANS and later by Greeks .
different	The Kingdom of Serbia was proclaimed in 1217.	Das Königreich war der Nachfolgestaat des Fürstentums Serbien.	The Kingdom was the successor State of the Principality of Serbia.
different	In Battle of Pločnik in 1386, Serbian forces defeated the Ottoman army.	Die griechische Armee eroberte Saloniki, nachdem serbische Truppen die osmanischen in den Schlachten von Kumanovo (24.	The Greek army conquered Thessaloniki, after Serbian forces the Ottoman in the battle of Kumanovo (24.
different	When the Civil War ended, Fort Sumter was in ruins.	Erst gegen Ende des Krieges evakuierte die Armee der Südstaaten Charleston und Fort Sumter.	Only towards the end of the war, the army of the South Charleston and Fort Sumter were evacuated.
different	The barbette was also more exposed to enemy gunfire than the casemates in the two lower levels of the fort.	Alle fünf Seiten waren mit zwei Stockwerken Kasematten ausgestattet, die mit Kanonen bestückt wurden.	All five sites were equipped with two floors of Casemates , which were equipped with cannons.
different	Economic reforms had opened up the country, the living standard was at its peak, capitalism seemed to have entered the country and nobody thought that just a year later the first gunshots would be fired.	Nach seiner Enthebung und Pensionierung gab er an den Nachfolger der Führung der Balkanarmee den Ratschlag weiter, der ein Jahr später auch umgesetzt werden sollte:	After his retirement and retirement he passed on the advice of the leadership of the Balkan army to the successor, which should be implemented a year later:
different	After the battle there was no force in the Balkans capable of standing up to the Ottoman Turks.	Die griechische Armee eroberte Saloniki, nachdem serbische Truppen die osmanischen in den Schlachten von Kumanovo (24.	The Greek army conquered Thessaloniki, after Serbian forces the Ottoman in the battle of Kumanovo (24.
different	When the Civil War ended, Fort Sumter was in ruins.	Dort entstand Fort Sumter.	Fort Sumter was built there.
different	None of these three states favored the policy pursued by Alexander I.	Den Oberbefehl übernahm der Thronfolger Prinz Alexander I.,	The heir to the throne Prince took over the command of Alexander I,.
different	The General Post Office then licenced all existing telephone networks.	Damit wurde das Monopol des General Post Office auf alle Arten der elektronischen Kommunikation ausgeweitet.	Thus, the monopoly of the General Post Office has been extended to all forms of electronic communications.
different	Eventually, Murad's son Bayezid I retreated the rest of his troops from the battlefield, so it was the Serbian victory.	Dies war auch Lazars Witwe Milica klar und deshalb blieb ihr nichts anderes übrig, als sich den Forderungen von Murads Sohn und Nachfolger Bayezid I. nach Unterwerfung zu beugen.	This was also Lazar widow Milica clear and therefore nothing more left than after submission to the demands by Murad's son and successor, Bayezid I .
different	From 1876 to 1897, Fort Sumter was used only as an unmanned lighthouse station.	Fort Sumter kann ausschließlich per Boot von Charleston aus besichtigt werden.	Fort Sumter can be visited only by boat from Charleston out.
different	The constitution is Serbia's first as an independent state since the Kingdom of Serbia's 1903 constitution.	Das Königreich war der Nachfolgestaat des Fürstentums Serbien.	The Kingdom was the successor State of the Principality of Serbia.
different	Originally, the GPO was a monopoly covering the despatch of items from a specific sender to a specific receiver, which was to be of great importance when new forms of communication were invented.	Bei der Entstehung neuer Formen der Kommunikation in der Mitte des 19. und am Anfang des 20. Jahrhunderts beanspruchte das GPO die Monopolrechte ausgehend vom Argument, dass es hier um Transporte von einem Sender zu einem Empfänger ging.	With the emergence of new forms of communication in the middle of the 19th and at the beginning of the 20th century, the GPO claimed monopoly rights starting by the argument that this was to transport from a transmitter to a receiver .
different	In 1969, the Post Office Savings Bank was transferred to the Treasury, and renamed National Savings.	Im Jahr 1969 erfolgte die Überführung dieser Behörde in den neu gegründeten Staatsbetrieb Post Office Corporation.	The transfer of this authority in the newly formed state operating Post Office Corporationtook place in 1969.
different	The Balkan wars 1912–13, terminated the Turkish domination in the Balkans.	Die Offensive der Balkanstaaten begann am 17. Oktober 1912.	The offensive of the Balkans began on October 17, 1912.
different	Kettwig is a railway station in the city of Essen in western Germany on the Ruhr Valley Railway.	Er liegt an der Ruhrtalbahn zwischen Düsseldorf und Essen und wird regelmäßig von der Linie S 6 angefahren.	It is located between Düsseldorf and Essen on the Ruhr Valley Railway and is regularly approached by the line S 6 .
different	But, the Battle of Kosovo in 1389 was the turning point of the war between the Serbs and the Turks.	Diese Schlacht ist im Bewusstsein der Serben weniger präsent als die durch Legenden verklärte Schlacht auf dem Amselfeld (Kosovo Polje), war aber mindestens so entscheidend für das weitere Schicksal Serbiens.	This battle is in the consciousness of the Serbs of less as the battle of Kosovo transfigured by legends (Kosovo Polje), was but at least as decisive for the fate of Serbia's more.
different	In 1968, the railway line Düsseldorf-Kettwig-Essen was fully electrified, and on May 22, 1968 the first line of the Rhein-Ruhr S-Bahn started calling at Kettwig.	Er liegt an der Ruhrtalbahn zwischen Düsseldorf und Essen und wird regelmäßig von der Linie S 6 angefahren.	It is located between Düsseldorf and Essen on the Ruhr Valley Railway and is regularly approached by the line S 6 .
different	In the mid 19th century several private telegraph companies were established in the UK.	Die privaten Firmen wurden aufgekauft.	The private companies were bought.
different	Having contested every race since his Grand Prix début in 2005, Cortese won his first world title in the Moto3 class, in 2012.	2005 absolvierte Cortese seine erste komplette Saison in der 125-cm³-Klasse der Motorrad-Weltmeisterschaft für das deutsche Team Kiefer-Bos-Sotin Racing der Gebrüder Kiefer auf Honda.	2005 Cortese completed his first full season in the 125-cc class of the motorcycle World Championship for the German team Kiefer-Bos-Sotin Racing brothers pine on Honda.
different	Stone ran $100 into millions with a strong desire to succeed and by putting into practice the principles in the book Think and Grow Rich by Napoleon Hill.	1960 tat sich W. C. Stone mit Napoleon Hill zusammen, um das Buch „Erfolg durch positives Denken“ zu verfassen.	1960 W. C. Stone with Napoleon Hill teamed up to write the book "Success through positive thinking".
different	In 1817 Principality of Serbia was granted de facto independence from the Ottoman Empire.	Serbien wurde zum Vasallenstaat der Osmanen.	Serbia became a vassal state of the Ottoman Empire.
different	The video's introduction is quite similar to "Party Rock Anthem".	Das Lied war nicht ganz so erfolgreich wie der Vorgänger Party Rock Anthem.	The song was not as successful as its predecessor party rock anthem.
different	The Confederates, in the meantime, were strengthening Fort Sumter.	Sie eröffneten das Feuer auf Fort Sumter.	They opened fire on Fort Sumter.
different	There, Chesnut ordered the fort to open fire on Fort Sumter.	Dort entstand Fort Sumter.	Fort Sumter was built there.
different	On 12 March 2003, Serbian Prime Minister Zoran Đinđić was assassinated.	Im Januar 2001 wurde Zoran Đinđić zum neuen Ministerpräsidenten gewählt.	In January 2001, was Zoran Đinđić elected as the new Prime Minister.
different	In the same year Saint Sava published the first constitution in Serbia – Zakonopravilo (St.	Eine viel wichtigere Rolle für Stefans über 30-jährige Regierungszeit spielte aber sein jüngerer Bruder Rastko, der als der Heilige Sava von Serbien bekannt wurde.	His younger brother Umar, who became known as the Saint Sava of Serbia but played a much more important role for Stephen's over 30-year reign.
different	Instead of instating Časlav, the Bulgars annexed Serbia 924–927.	Nach Simeons Tod 927 kehrte Časlav als Befreier nach Serbien zurück.	927 returned after death of Simeon Časlav as liberators to Serbia.
different	He had a cameo appearance in the movie Juwanna Mann.	1996 hatte Muggsy Bogues einen Gastauftritt in dem Sportfilm Eddie.	Muggsy Bogues had a guest appearance in the sports movie Eddiein 1996.
different	In 1540 the Ottoman Empire annexed Serbia.	Nach der Eroberung Serbiens durch die Osmanen 1459 verschwand Serbien als eigenständiges Land von der Landkarte.	After the conquest of Serbia by the Ottoman Empire in 1459, Serbia as a separate country from the map disappeared.
different	A Postmaster General was initially appointed by the Free State Government, being replaced by the office of Minister for Posts and Telegraphs in 1924.	Im Jahr 1969 wurde das General Post Office von einer Regierungsbehörde mit Royal Charter in den Staatsbetrieb Post Office Corporation umgewandelt.	The General Post Office was transformed by a government authority with a Royal Charter in the State operating Post Office Corporation in 1969.
